 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
44.03645,7.5105,7.4874,7.5043,7.4993,7.4936,7.4849,7.4530,7.4939,7.5223,7.4863
44.04687,7.4638,7.4433,7.4583,7.4539,7.4488,7.4411,7.4124,7.4491,7.4742,7.4423
44.05729,7.4167,7.3989,7.4120,7.4081,7.4037,7.3969,7.3714,7.4039,7.4256,7.3980
44.06770,7.3695,7.3544,7.3656,7.3623,7.3585,7.3526,7.3304,7.3587,7.3770,7.3536
44.07812,7.3222,7.3097,7.3190,7.3163,7.3132,7.3082,7.2892,7.3133,7.3283,7.3090
44.08854,7.2747,7.2647,7.2722,7.2701,7.2676,7.2636,7.2479,7.2677,7.2793,7.2643
44.09895,7.2271,7.2198,7.2254,7.2238,7.2219,7.2189,7.2065,7.2220,7.2303,7.2194
44.10937,7.1797,7.1749,7.1787,7.1776,7.1764,7.1744,7.1652,7.1765,7.1815,7.1747
44.11979,7.1324,7.1302,7.1321,7.1316,7.1310,7.1299,7.1240,7.1310,7.1328,7.1301
44.13020,7.0849,7.0853,7.0853,7.0854,7.0854,7.0853,7.0826,7.0854,7.0839,7.0853
44.14062,7.0364,7.0393,7.0375,7.0381,7.0388,7.0396,7.0402,7.0388,7.0341,7.0395
44.15104,6.9864,6.9918,6.9883,6.9894,6.9907,6.9924,6.9963,6.9906,6.9828,6.9921
44.16145,6.9352,6.9431,6.9377,6.9394,6.9413,6.9439,6.9510,6.9412,6.9302,6.9435
44.17187,6.8834,6.8938,6.8866,6.8888,6.8913,6.8949,6.9052,6.8912,6.8771,6.8943
44.18229,6.8322,6.8451,6.8361,6.8389,6.8420,6.8464,6.8600,6.8418,6.8246,6.8458
44.19270,6.7822,6.7975,6.7867,6.7900,6.7937,6.7991,6.8159,6.7935,6.7732,6.7983
44.20312,6.7329,6.7505,6.7381,6.7418,6.7462,6.7524,6.7724,6.7459,6.7226,6.7515
44.21354,6.6839,6.7040,6.6898,6.6941,6.6990,6.7061,6.7292,6.6987,6.6725,6.7050
44.22395,6.6354,6.6578,6.6419,6.6467,6.6522,6.6602,6.6864,6.6519,6.6227,6.6590
44.23437,6.5873,6.6120,6.5944,6.5997,6.6058,6.6147,6.6439,6.6055,6.5734,6.6133
44.24479,6.5396,6.5665,6.5473,6.5531,6.5597,6.5694,6.6017,6.5594,6.5244,6.5679
44.25520,6.4921,6.5213,6.5005,6.5068,6.5139,6.5245,6.5598,6.5136,6.4758,6.5228
44.26562,6.4450,6.4763,6.4539,6.4607,6.4684,6.4798,6.5180,6.4680,6.4275,6.4780
44.27604,6.3980,6.4315,6.4075,6.4147,6.4230,6.4352,6.4763,6.4226,6.3793,6.4333
44.28645,6.3512,6.3869,6.3614,6.3691,6.3779,6.3909,6.4349,6.3774,6.3315,6.3888
44.29687,6.3048,6.3426,6.3155,6.3236,6.3329,6.3467,6.3936,6.3325,6.2839,6.3446
44.30729,6.2584,6.2983,6.2697,6.2783,6.2881,6.3026,6.3524,6.2876,6.2364,6.3003
44.31770,6.2120,6.2539,6.2239,6.2329,6.2432,6.2585,6.3110,6.2427,6.1890,6.2561
44.32812,6.1673,6.2112,6.1797,6.1891,6.1999,6.2160,6.2713,6.1994,6.1432,6.2135
44.33854,6.1609,6.2068,6.1739,6.1837,6.1950,6.2118,6.2698,6.1945,6.1358,6.2092
44.34895,6.2139,6.2617,6.2274,6.2377,6.2495,6.2670,6.3276,6.2489,6.1878,6.2642
44.35937,6.2874,6.3370,6.3014,6.3120,6.3243,6.3425,6.4055,6.3237,6.2603,6.3396
44.36979,6.3663,6.4177,6.3808,6.3918,6.4045,6.4234,6.4885,6.4039,6.3385,6.4204
44.38020,6.4286,6.4811,6.4433,6.4547,6.4676,6.4869,6.5530,6.4670,6.4003,6.4839
44.39062,6.4408,6.4939,6.4558,6.4672,6.4803,6.4998,6.5667,6.4796,6.4121,6.4967
44.40104,6.4237,6.4779,6.4390,6.4506,6.4640,6.4839,6.5529,6.4633,6.3943,6.4808
44.41145,6.3926,6.4482,6.4083,6.4202,6.4339,6.4544,6.5255,6.4332,6.3625,6.4512
44.42187,6.3576,6.4147,6.3737,6.3859,6.4000,6.4211,6.4942,6.3993,6.3267,6.4177
44.43229,6.3390,6.3977,6.3555,6.3681,6.3825,6.4042,6.4795,6.3818,6.3074,6.4007
44.44270,6.3295,6.3896,6.3464,6.3592,6.3740,6.3962,6.4736,6.3733,6.2972,6.3927
44.45312,6.3226,6.3838,6.3397,6.3529,6.3680,6.3906,6.4699,6.3672,6.2897,6.3870
44.46354,6.3185,6.3807,6.3359,6.3492,6.3646,6.3876,6.4685,6.3638,6.2851,6.3840
44.47395,6.3141,6.3771,6.3317,6.3452,6.3608,6.3841,6.4663,6.3600,6.2804,6.3804
44.48437,6.3107,6.3743,6.3284,6.3421,6.3578,6.3814,6.4647,6.3570,6.2767,6.3776
44.49479,6.3090,6.3731,6.3269,6.3406,6.3564,6.3802,6.4645,6.3556,6.2748,6.3765
44.50520,6.3077,6.3721,6.3257,6.3394,6.3554,6.3793,6.4643,6.3546,6.2734,6.3755
44.51562,6.3054,6.3700,6.3234,6.3372,6.3532,6.3773,6.4628,6.3524,6.2711,6.3734
44.52604,6.3031,6.3678,6.3211,6.3349,6.3509,6.3751,6.4610,6.3501,6.2688,6.3712
44.53645,6.3014,6.3661,6.3194,6.3332,6.3492,6.3734,6.4596,6.3484,6.2672,6.3695
44.54687,6.2990,6.3636,6.3169,6.3307,6.3467,6.3708,6.4572,6.3459,6.2649,6.3670
44.55729,6.2943,6.3587,6.3121,6.3259,6.3418,6.3659,6.4523,6.3410,6.2604,6.3621
44.56770,6.2877,6.3519,6.3055,6.3192,6.3351,6.3591,6.4455,6.3343,6.2540,6.3553
44.57812,6.2802,6.3440,6.2979,6.3115,6.3273,6.3513,6.4375,6.3265,6.2467,6.3475
44.58854,6.2709,6.3344,6.2885,6.3020,6.3177,6.3416,6.4275,6.3170,6.2376,6.3378
44.59895,6.2594,6.3225,6.2768,6.2903,6.3059,6.3296,6.4153,6.3052,6.2264,6.3258
44.60937,6.2470,6.3096,6.2642,6.2776,6.2931,6.3167,6.4020,6.2924,6.2142,6.3129
44.61979,6.2339,6.2960,6.2510,6.2643,6.2797,6.3031,6.3880,6.2789,6.2015,6.2994
44.63020,6.2189,6.2805,6.2359,6.2490,6.2643,6.2875,6.3719,6.2635,6.1868,6.2838
44.64062,6.2004,6.2615,6.2173,6.2303,6.2455,6.2685,6.3525,6.2447,6.1686,6.2648
44.65104,6.1789,6.2395,6.1956,6.2085,6.2235,6.2464,6.3298,6.2228,6.1474,6.2427
44.66145,6.1551,6.2152,6.1716,6.1845,6.1994,6.2220,6.3049,6.1986,6.1239,6.2184
44.67187,6.1303,6.1898,6.1467,6.1594,6.1741,6.1966,6.2790,6.1734,6.0994,6.1930
44.68229,6.1054,6.1644,6.1216,6.1342,6.1488,6.1712,6.2530,6.1481,6.0748,6.1676
44.69270,6.0801,6.1386,6.0962,6.1087,6.1232,6.1453,6.2266,6.1225,6.0498,6.1418
44.70312,6.0542,6.1122,6.0701,6.0825,6.0969,6.1189,6.1996,6.0962,6.0242,6.1153
44.71354,6.0293,6.0869,6.0451,6.0574,6.0717,6.0935,6.1737,6.0710,5.9996,6.0900
44.72395,6.0071,6.0643,6.0228,6.0350,6.0492,6.0708,6.1505,6.0485,5.9777,6.0674
44.73437,5.9864,6.0431,6.0020,6.0141,6.0282,6.0497,6.1289,6.0275,5.9572,6.0462
44.74479,5.9664,6.0227,5.9818,5.9938,6.0078,6.0291,6.1079,6.0071,5.9373,6.0257
44.75520,5.9279,5.9839,5.9433,5.9552,5.9691,5.9903,6.0687,5.9684,5.8990,5.9869
44.76562,5.8686,5.9244,5.8839,5.8958,5.9097,5.9308,6.0090,5.9090,5.8398,5.9275
44.77604,5.8191,5.8750,5.8345,5.8464,5.8603,5.8814,5.9596,5.8596,5.7902,5.8781
44.78645,5.7809,5.8370,5.7964,5.8084,5.8222,5.8434,5.9216,5.8215,5.7520,5.8400
44.79687,5.7438,5.7998,5.7592,5.7711,5.7850,5.8062,5.8844,5.7843,5.7149,5.8028
44.80729,5.7079,5.7639,5.7233,5.7353,5.7492,5.7704,5.8486,5.7485,5.6790,5.7670
44.81770,5.6728,5.7289,5.6883,5.7002,5.7141,5.7354,5.8136,5.7134,5.6439,5.7320
44.82812,5.6387,5.6949,5.6541,5.6661,5.6801,5.7013,5.7798,5.6794,5.6096,5.6979
44.83854,5.6051,5.6615,5.6206,5.6326,5.6466,5.6680,5.7466,5.6459,5.5759,5.6646
44.84895,5.5721,5.6288,5.5877,5.5998,5.6138,5.6353,5.7141,5.6131,5.5428,5.6318
44.85937,5.5396,5.5965,5.5552,5.5673,5.5815,5.6030,5.6822,5.5808,5.5101,5.5996
44.86979,5.5074,5.5646,5.5231,5.5353,5.5496,5.5712,5.6508,5.5488,5.4777,5.5677
44.88020,5.4756,5.5332,5.4914,5.5037,5.5180,5.5398,5.6198,5.5173,5.4456,5.5363
44.89062,5.4443,5.5025,5.4604,5.4727,5.4872,5.5091,5.5897,5.4864,5.4142,5.5056
44.90104,5.4138,5.4725,5.4300,5.4425,5.4570,5.4792,5.5603,5.4563,5.3833,5.4756
44.91145,5.3838,5.4431,5.4002,5.4128,5.4275,5.4498,5.5317,5.4268,5.3530,5.4463
44.92187,5.3542,5.4141,5.3707,5.3835,5.3984,5.4209,5.5035,5.3976,5.3229,5.4173
44.93229,5.3246,5.3853,5.3414,5.3543,5.3694,5.3922,5.4755,5.3686,5.2930,5.3885
44.94270,5.2951,5.3564,5.3120,5.3251,5.3403,5.3634,5.4476,5.3396,5.2632,5.3597
44.95312,5.2656,5.3276,5.2827,5.2959,5.3113,5.3347,5.4198,5.3105,5.2334,5.3309
44.96354,5.2361,5.2987,5.2534,5.2667,5.2822,5.3059,5.3919,5.2815,5.2035,5.3021
44.97395,5.2064,5.2697,5.2238,5.2373,5.2530,5.2769,5.3639,5.2522,5.1734,5.2731
44.98437,5.1762,5.2403,5.1939,5.2076,5.2235,5.2477,5.3355,5.2227,5.1428,5.2438
44.99479,5.1458,5.2107,5.1636,5.1775,5.1936,5.2181,5.3067,5.1928,5.1120,5.2142
 
45.00520,5.1151,5.1808,5.1332,5.1472,5.1635,5.1882,5.2778,5.1627,5.0809,5.1843
45.01562,5.0844,5.1509,5.1028,5.1170,5.1335,5.1584,5.2489,5.1326,5.0498,5.1544
45.02604,5.0540,5.1212,5.0725,5.0868,5.1035,5.1288,5.2203,5.1027,5.0190,5.1248
45.03645,5.0237,5.0916,5.0424,5.0569,5.0738,5.0993,5.1918,5.0729,4.9884,5.0953
45.04687,4.9936,5.0622,5.0125,5.0271,5.0441,5.0700,5.1635,5.0433,4.9579,5.0659
45.05729,4.9637,5.0329,4.9828,4.9975,5.0147,5.0407,5.1354,5.0138,4.9276,5.0366
45.06770,4.9339,5.0038,4.9532,4.9681,4.9854,5.0117,5.1074,4.9846,4.8975,5.0075
45.07812,4.9044,4.9748,4.9238,4.9388,4.9563,4.9828,5.0795,4.9554,4.8676,4.9786
45.08854,4.8749,4.9460,4.8945,4.9097,4.9273,4.9541,5.0516,4.9264,4.8378,4.9498
45.09895,4.8453,4.9171,4.8651,4.8805,4.8982,4.9253,5.0238,4.8974,4.8079,4.9210
45.10937,4.8156,4.8881,4.8356,4.8511,4.8690,4.8963,4.9957,4.8682,4.7778,4.8920
45.11979,4.7858,4.8589,4.8060,4.8216,4.8397,4.8672,4.9676,4.8388,4.7477,4.8628
45.13020,4.7558,4.8295,4.7761,4.7918,4.8101,4.8379,4.9392,4.8092,4.7173,4.8335
45.14062,4.7251,4.7995,4.7456,4.7615,4.7799,4.8080,4.9102,4.7790,4.6862,4.8035
45.15104,4.6936,4.7689,4.7143,4.7304,4.7490,4.7774,4.8804,4.7481,4.6543,4.7729
45.16145,4.6614,4.7375,4.6824,4.6986,4.7174,4.7461,4.8496,4.7165,4.6218,4.7415
45.17187,4.6288,4.7053,4.6500,4.6663,4.6852,4.7139,4.8181,4.6842,4.5888,4.7093
45.18229,4.5958,4.6727,4.6170,4.6334,4.6525,4.6814,4.7864,4.6515,4.5556,4.6768
45.19270,4.5626,4.6400,4.5839,4.6005,4.6196,4.6488,4.7546,4.6187,4.5221,4.6441
45.20312,4.5292,4.6072,4.5507,4.5673,4.5867,4.6160,4.7226,4.5857,4.4884,4.6113
45.21354,4.4958,4.5743,4.5174,4.5342,4.5536,4.5832,4.6905,4.5527,4.4547,4.5785
45.22395,4.4628,4.5419,4.4846,4.5015,4.5211,4.5508,4.6590,4.5201,4.4214,4.5461
45.23437,4.4305,4.5102,4.4525,4.4695,4.4892,4.5192,4.6283,4.4883,4.3888,4.5145
45.24479,4.3988,4.4791,4.4209,4.4381,4.4580,4.4882,4.5981,4.4570,4.3567,4.4834
45.25520,4.3675,4.4485,4.3898,4.4071,4.4272,4.4577,4.5685,4.4262,4.3250,4.4528
45.26562,4.3364,4.4183,4.3591,4.3766,4.3968,4.4276,4.5393,4.3958,4.2937,4.4227
45.27604,4.3059,4.3885,4.3287,4.3463,4.3667,4.3979,4.5106,4.3657,4.2630,4.3929
45.28645,4.2761,4.3591,4.2989,4.3166,4.3371,4.3685,4.4823,4.3360,4.2329,4.3635
45.29687,4.2468,4.3302,4.2698,4.2876,4.3082,4.3397,4.4544,4.3072,4.2033,4.3347
45.30729,4.2182,4.3021,4.2413,4.2592,4.2800,4.3116,4.4269,4.2790,4.1744,4.3066
45.31770,4.1903,4.2748,4.2136,4.2316,4.2525,4.2844,4.4003,4.2515,4.1463,4.2793
45.32812,4.1670,4.2520,4.1904,4.2085,4.2296,4.2616,4.3783,4.2286,4.1227,4.2565
45.33854,4.1714,4.2568,4.1949,4.2132,4.2343,4.2665,4.3838,4.2333,4.1269,4.2614
45.34895,4.2052,4.2910,4.2288,4.2472,4.2684,4.3007,4.4183,4.2673,4.1605,4.2955
45.35937,4.2352,4.3212,4.2588,4.2772,4.2985,4.3309,4.4490,4.2975,4.1903,4.3258
45.36979,4.2555,4.3418,4.2792,4.2977,4.3191,4.3516,4.4700,4.3180,4.2105,4.3464
45.38020,4.2968,4.3833,4.3206,4.3391,4.3605,4.3931,4.5119,4.3595,4.2517,4.3879
45.39062,4.3857,4.4724,4.4096,4.4281,4.4496,4.4823,4.6013,4.4486,4.3405,4.4771
45.40104,4.5109,4.5977,4.5348,4.5533,4.5748,4.6075,4.7265,4.5738,4.4657,4.6023
45.41145,4.6675,4.7541,4.6913,4.7098,4.7312,4.7639,4.8827,4.7302,4.6224,4.7587
45.42187,4.8400,4.9261,4.8637,4.8821,4.9034,4.9359,5.0541,4.9024,4.7950,4.9307
45.43229,4.9958,5.0813,5.0193,5.0376,5.0589,5.0910,5.2084,5.0578,4.9511,5.0859
45.44270,5.1467,5.2315,5.1700,5.1882,5.2093,5.2412,5.3576,5.2081,5.1024,5.2361
45.45312,5.3027,5.3869,5.3259,5.3439,5.3649,5.3964,5.5119,5.3637,5.2588,5.3914
45.46354,5.4596,5.5431,5.4826,5.5004,5.5212,5.5526,5.6672,5.5201,5.4160,5.5476
45.47395,5.6174,5.7002,5.6402,5.6578,5.6784,5.7095,5.8232,5.6773,5.5743,5.7046
45.48437,5.7765,5.8584,5.7991,5.8166,5.8369,5.8677,5.9803,5.8358,5.7339,5.8628
45.49479,5.9382,6.0190,5.9604,5.9777,5.9978,6.0282,6.1395,5.9967,5.8962,6.0233
45.50520,6.0953,6.1748,6.1171,6.1341,6.1539,6.1839,6.2938,6.1529,6.0540,6.1791
45.51562,6.2415,6.3196,6.2629,6.2796,6.2990,6.3285,6.4366,6.2980,6.2011,6.3238
45.52604,6.3804,6.4568,6.4014,6.4177,6.4367,6.4656,6.5718,6.4357,6.3410,6.4609
45.53645,6.5147,6.5893,6.5351,6.5510,6.5696,6.5978,6.7019,6.5686,6.4764,6.5933
45.54687,6.6382,6.7106,6.6580,6.6734,6.6915,6.7189,6.8206,6.6905,6.6012,6.7145
45.55729,6.7456,6.8156,6.7647,6.7796,6.7970,6.8237,6.9227,6.7961,6.7099,6.8194
45.56770,6.8406,6.9080,6.8589,6.8733,6.8901,6.9158,7.0118,6.8892,6.8064,6.9117
45.57812,6.9262,6.9908,6.9437,6.9575,6.9736,6.9983,7.0912,6.9727,6.8937,6.9943
45.58854,7.0496,7.1112,7.0663,7.0793,7.0947,7.1184,7.2078,7.0939,7.0188,7.1146
45.59895,7.2421,7.3003,7.2578,7.2701,7.2846,7.3071,7.3927,7.2839,7.2132,7.3035
45.60937,7.4591,7.5135,7.4737,7.4852,7.4988,7.5199,7.6010,7.4981,7.4324,7.5165
45.61979,7.6869,7.7370,7.7003,7.7109,7.7234,7.7430,7.8188,7.7228,7.6626,7.7398
45.63020,7.8660,7.9115,7.8781,7.8877,7.8991,7.9170,7.9871,7.8985,7.8443,7.9141
45.64062,7.9333,7.9740,7.9440,7.9526,7.9628,7.9790,8.0434,7.9623,7.9141,7.9764
45.65104,7.9366,7.9729,7.9461,7.9537,7.9629,7.9774,8.0362,7.9624,7.9199,7.9750
45.66145,7.9079,7.9401,7.9163,7.9230,7.9311,7.9442,7.9980,7.9307,7.8936,7.9420
45.67187,7.8447,7.8730,7.8520,7.8578,7.8650,7.8767,7.9258,7.8647,7.8325,7.8748
45.68229,7.7551,7.7796,7.7612,7.7663,7.7726,7.7828,7.8275,7.7722,7.7449,7.7811
45.69270,7.6474,7.6682,7.6525,7.6567,7.6621,7.6711,7.7113,7.6618,7.6393,7.6696
45.70312,7.5276,7.5448,7.5317,7.5351,7.5396,7.5472,7.5831,7.5394,7.5217,7.5460
45.71354,7.4237,7.4371,7.4267,7.4293,7.4329,7.4392,7.4706,7.4327,7.4199,7.4381
45.72395,7.3551,7.3646,7.3570,7.3588,7.3614,7.3662,7.3930,7.3612,7.3534,7.3654
45.73437,7.3043,7.3097,7.3050,7.3059,7.3075,7.3108,7.3326,7.3074,7.3049,7.3102
45.74479,7.2625,7.2636,7.2620,7.2620,7.2625,7.2643,7.2807,7.2625,7.2654,7.2640
45.75520,7.2113,7.2081,7.2096,7.2087,7.2081,7.2083,7.2191,7.2081,7.2167,7.2082
45.76562,7.1483,7.1411,7.1456,7.1439,7.1430,7.1407,7.1448,7.1429,7.1557,7.1409
45.77604,7.0989,7.0883,7.0953,7.0930,7.0915,7.0873,7.0859,7.0915,7.1079,7.0878
45.78645,7.0611,7.0470,7.0565,7.0532,7.0502,7.0459,7.0411,7.0503,7.0720,7.0465
45.79687,7.0295,7.0121,7.0240,7.0200,7.0160,7.0108,7.0020,7.0162,7.0420,7.0115
45.80729,7.0026,6.9826,6.9964,6.9919,6.9873,6.9808,6.9678,6.9875,7.0164,6.9818
45.81770,6.9773,6.9548,6.9704,6.9654,6.9602,6.9528,6.9363,6.9604,6.9922,6.9539
45.82812,6.9539,6.9294,6.9465,6.9410,6.9353,6.9272,6.9074,6.9355,6.9697,6.9284
45.83854,6.9316,6.9055,6.9238,6.9180,6.9118,6.9031,6.8805,6.9121,6.9481,6.9044
45.84895,6.9106,6.8833,6.9025,6.8965,6.8900,6.8807,6.8558,6.8903,6.9276,6.8821
45.85937,6.8903,6.8622,6.8821,6.8758,6.8691,6.8595,6.8327,6.8694,6.9076,6.8609
45.86979,6.8705,6.8419,6.8621,6.8558,6.8490,6.8391,6.8110,6.8493,6.8878,6.8406
45.88020,6.8508,6.8220,6.8424,6.8361,6.8292,6.8192,6.7901,6.8295,6.8681,6.8207
45.89062,6.8313,6.8026,6.8230,6.8167,6.8098,6.7998,6.7701,6.8101,6.8483,6.8013
45.90104,6.8118,6.7835,6.8037,6.7975,6.7906,6.7807,6.7509,6.7910,6.8285,6.7822
45.91145,6.7923,6.7647,6.7844,6.7784,6.7717,6.7619,6.7322,6.7720,6.8085,6.7634
45.92187,6.7727,6.7460,6.7651,6.7592,6.7528,6.7433,6.7140,6.7531,6.7882,6.7447
45.93229,6.7527,6.7270,6.7454,6.7397,6.7335,6.7243,6.6959,6.7338,6.7674,6.7258
45.94270,6.7316,6.7071,6.7247,6.7193,6.7134,6.7046,6.6772,6.7136,6.7455,6.7060
45.95312,6.7094,6.6864,6.7030,6.6979,6.6923,6.6841,6.6579,6.6926,6.7225,6.6854
45.96354,6.6864,6.6649,6.6804,6.6757,6.6705,6.6627,6.6381,6.6707,6.6985,6.6639
45.97395,6.6625,6.6427,6.6570,6.6526,6.6478,6.6407,6.6177,6.6481,6.6736,6.6418
45.98437,6.6379,6.6199,6.6329,6.6289,6.6245,6.6180,6.5969,6.6247,6.6479,6.6190
45.99479,6.6125,6.5964,6.6081,6.6045,6.6006,6.5947,6.5756,6.6008,6.6215,6.5957
 
46.00520,6.5865,6.5724,6.5826,6.5795,6.5761,6.5709,6.5539,6.5762,6.5943,6.5717
46.01562,6.5599,6.5477,6.5566,6.5539,6.5510,6.5465,6.5317,6.5511,6.5666,6.5472
46.02604,6.5328,6.5226,6.5300,6.5278,6.5253,6.5216,6.5092,6.5254,6.5383,6.5222
46.03645,6.5051,6.4970,6.5029,6.5011,6.4992,6.4962,6.4862,6.4993,6.5095,6.4966
46.04687,6.4768,6.4708,6.4752,6.4739,6.4724,6.4701,6.4626,6.4725,6.4800,6.4705
46.05729,6.4474,6.4434,6.4464,6.4455,6.4446,6.4431,6.4380,6.4446,6.4494,6.4433
46.06770,6.4167,6.4149,6.4163,6.4159,6.4155,6.4147,6.4122,6.4155,6.4176,6.4148
46.07812,6.3849,6.3852,6.3852,6.3852,6.3853,6.3853,6.3854,6.3852,6.3847,6.3853
46.08854,6.3523,6.3547,6.3531,6.3536,6.3542,6.3550,6.3577,6.3542,6.3509,6.3549
46.09895,6.3190,6.3235,6.3204,6.3213,6.3224,6.3240,6.3293,6.3224,6.3165,6.3237
46.10937,6.2851,6.2916,6.2871,6.2884,6.2900,6.2923,6.3002,6.2900,6.2814,6.2920
46.11979,6.2506,6.2592,6.2532,6.2550,6.2571,6.2601,6.2706,6.2570,6.2459,6.2596
46.13020,6.2158,6.2263,6.2188,6.2211,6.2237,6.2275,6.2405,6.2235,6.2099,6.2269
46.14062,6.1809,6.1934,6.1845,6.1872,6.1903,6.1948,6.2103,6.1901,6.1740,6.1941
46.15104,6.1462,6.1607,6.1504,6.1535,6.1570,6.1623,6.1803,6.1568,6.1383,6.1614
46.16145,6.1117,6.1280,6.1164,6.1198,6.1239,6.1298,6.1504,6.1237,6.1027,6.1289
46.17187,6.0771,6.0953,6.0823,6.0862,6.0907,6.0973,6.1203,6.0905,6.0671,6.0963
46.18229,6.0424,6.0624,6.0481,6.0524,6.0574,6.0647,6.0901,6.0571,6.0315,6.0635
46.19270,6.0076,6.0294,6.0138,6.0184,6.0238,6.0318,6.0597,6.0236,5.9956,6.0306
46.20312,5.9726,5.9962,5.9793,5.9843,5.9902,5.9988,6.0290,5.9899,5.9597,5.9975
46.21354,5.9375,5.9629,5.9447,5.9501,5.9564,5.9657,5.9983,5.9561,5.9237,5.9643
46.22395,5.9025,5.9296,5.9101,5.9159,5.9226,5.9326,5.9675,5.9223,5.8878,5.9310
46.23437,5.8674,5.8962,5.8755,5.8817,5.8888,5.8994,5.9366,5.8885,5.8518,5.8978
46.24479,5.8323,5.8628,5.8409,5.8475,5.8550,5.8662,5.9056,5.8546,5.8159,5.8645
46.25520,5.7973,5.8294,5.8064,5.8132,5.8212,5.8330,5.8746,5.8208,5.7800,5.8312
46.26562,5.7623,5.7961,5.7718,5.7790,5.7874,5.7998,5.8436,5.7870,5.7441,5.7979
46.27604,5.7274,5.7627,5.7373,5.7449,5.7536,5.7667,5.8126,5.7532,5.7084,5.7646
46.28645,5.6926,5.7294,5.7029,5.7108,5.7199,5.7336,5.7816,5.7195,5.6727,5.7314
46.29687,5.6579,5.6964,5.6687,5.6769,5.6864,5.7007,5.7507,5.6860,5.6373,5.6984
46.30729,5.6240,5.6639,5.6351,5.6437,5.6535,5.6683,5.7205,5.6531,5.6026,5.6660
46.31770,5.5910,5.6323,5.6025,5.6114,5.6216,5.6370,5.6911,5.6211,5.5688,5.6345
46.32812,5.5664,5.6092,5.5783,5.5875,5.5981,5.6139,5.6700,5.5975,5.5435,5.6114
46.33854,5.5823,5.6266,5.5947,5.6042,5.6151,5.6315,5.6895,5.6146,5.5587,5.6289
46.34895,5.6410,5.6870,5.6539,5.6638,5.6751,5.6922,5.7523,5.6746,5.6163,5.6895
46.35937,5.7036,5.7509,5.7169,5.7270,5.7387,5.7561,5.8178,5.7381,5.6782,5.7534
46.36979,5.7707,5.8181,5.7839,5.7941,5.8058,5.8234,5.8856,5.8052,5.7454,5.8206
46.38020,5.8347,5.8825,5.8481,5.8583,5.8701,5.8878,5.9508,5.8695,5.8092,5.8850
46.39062,5.8780,5.9264,5.8915,5.9019,5.9138,5.9318,5.9956,5.9132,5.8522,5.9290
46.40104,5.9077,5.9567,5.9214,5.9319,5.9440,5.9622,6.0267,5.9434,5.8816,5.9593
46.41145,5.9270,5.9767,5.9409,5.9515,5.9638,5.9823,6.0478,5.9632,5.9006,5.9793
46.42187,6.0319,6.0823,6.0460,6.0568,6.0692,6.0880,6.1545,6.0686,6.0051,6.0850
46.43229,6.3142,6.3650,6.3283,6.3392,6.3518,6.3707,6.4379,6.3512,6.2871,6.3677
46.44270,6.7166,6.7671,6.7307,6.7415,6.7540,6.7728,6.8398,6.7534,6.6897,6.7698
46.45312,7.1942,7.2436,7.2080,7.2186,7.2308,7.2492,7.3146,7.2302,7.1680,7.2463
46.46354,7.6203,7.6677,7.6335,7.6436,7.6554,7.6731,7.7359,7.6548,7.5950,7.6702
46.47395,7.8517,7.8971,7.8644,7.8741,7.8853,7.9022,7.9621,7.8847,7.8276,7.8995
46.48437,7.9571,8.0008,7.9693,7.9786,7.9894,8.0057,8.0632,7.9889,7.9339,8.0031
46.49479,7.9793,8.0221,7.9913,8.0004,8.0110,8.0269,8.0832,8.0105,7.9566,8.0244
46.50520,7.9790,8.0214,7.9908,7.9999,8.0104,8.0262,8.0823,8.0099,7.9565,8.0237
46.51562,8.0491,8.0915,8.0609,8.0700,8.0805,8.0963,8.1526,8.0799,8.0267,8.0938
46.52604,8.1531,8.1952,8.1648,8.1737,8.1842,8.1999,8.2563,8.1836,8.1310,8.1974
46.53645,8.2640,8.3052,8.2754,8.2842,8.2944,8.3099,8.3658,8.2939,8.2425,8.3075
46.54687,8.3723,8.4122,8.3833,8.3918,8.4017,8.4167,8.4714,8.4012,8.3518,8.4143
46.55729,8.4594,8.4973,8.4698,8.4778,8.4873,8.5017,8.5545,8.4868,8.4400,8.4994
46.56770,8.5324,8.5681,8.5421,8.5497,8.5586,8.5722,8.6228,8.5582,8.5144,8.5700
46.57812,8.5961,8.6293,8.6051,8.6122,8.6204,8.6332,8.6811,8.6200,8.5796,8.6312
46.58854,8.6288,8.6593,8.6371,8.6435,8.6511,8.6630,8.7080,8.6508,8.6139,8.6611
46.59895,8.6029,8.6306,8.6104,8.6162,8.6231,8.6340,8.6760,8.6228,8.5897,8.6322
46.60937,8.5290,8.5540,8.5356,8.5409,8.5471,8.5570,8.5960,8.5468,8.5174,8.5554
46.61979,8.4298,8.4520,8.4356,8.4402,8.4459,8.4548,8.4909,8.4456,8.4197,8.4534
46.63020,8.3351,8.3548,8.3402,8.3443,8.3493,8.3574,8.3907,8.3491,8.3265,8.3561
46.64062,8.2669,8.2841,8.2713,8.2748,8.2792,8.2863,8.3169,8.2789,8.2598,8.2851
46.65104,8.2095,8.2239,8.2131,8.2160,8.2197,8.2259,8.2535,8.2195,8.2039,8.2249
