 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
34.51562,11.5425,11.5433,11.5430,11.5431,11.5433,11.5434,11.5419,11.5433,11.5417,11.5434
34.52604,11.6950,11.6957,11.6955,11.6956,11.6958,11.6958,11.6944,11.6957,11.6942,11.6958
34.53645,11.8918,11.8923,11.8922,11.8922,11.8924,11.8924,11.8907,11.8923,11.8912,11.8924
34.54687,12.1082,12.1082,12.1084,12.1084,12.1084,12.1082,12.1059,12.1083,12.1078,12.1082
34.55729,12.3092,12.3085,12.3092,12.3090,12.3089,12.3085,12.3053,12.3089,12.3092,12.3085
34.56770,12.4725,12.4710,12.4723,12.4719,12.4716,12.4709,12.4667,12.4716,12.4729,12.4710
34.57812,12.6063,12.6040,12.6059,12.6054,12.6048,12.6038,12.5986,12.6048,12.6072,12.6040
34.58854,12.7036,12.7005,12.7030,12.7023,12.7015,12.7002,12.6941,12.7015,12.7049,12.7005
34.59895,12.7358,12.7321,12.7350,12.7342,12.7333,12.7317,12.7247,12.7333,12.7375,12.7320
34.60937,12.7036,12.6993,12.7026,12.7016,12.7006,12.6988,12.6911,12.7006,12.7057,12.6991
34.61979,12.6287,12.6239,12.6276,12.6265,12.6253,12.6234,12.6151,12.6254,12.6311,12.6237
34.63020,12.5316,12.5263,12.5304,12.5292,12.5279,12.5258,12.5171,12.5279,12.5343,12.5261
34.64062,12.4382,12.4324,12.4368,12.4355,12.4341,12.4319,12.4229,12.4341,12.4411,12.4322
34.65104,12.3601,12.3541,12.3586,12.3573,12.3558,12.3535,12.3443,12.3558,12.3633,12.3539
34.66145,12.2909,12.2845,12.2893,12.2878,12.2862,12.2838,12.2745,12.2863,12.2943,12.2842
34.67187,12.2242,12.2173,12.2224,12.2209,12.2192,12.2166,12.2068,12.2192,12.2280,12.2170
34.68229,12.1585,12.1508,12.1565,12.1548,12.1529,12.1501,12.1396,12.1530,12.1627,12.1505
34.69270,12.0947,12.0862,12.0925,12.0906,12.0885,12.0854,12.0742,12.0886,12.0995,12.0859
34.70312,12.0344,12.0250,12.0319,12.0297,12.0275,12.0240,12.0118,12.0275,12.0396,12.0246
34.71354,11.9797,11.9693,11.9769,11.9746,11.9721,11.9683,11.9550,11.9721,11.9856,11.9689
34.72395,11.9336,11.9222,11.9305,11.9280,11.9252,11.9210,11.9066,11.9253,11.9401,11.9217
34.73437,11.8943,11.8818,11.8909,11.8881,11.8851,11.8805,11.8648,11.8852,11.9013,11.8813
34.74479,11.8582,11.8447,11.8545,11.8515,11.8482,11.8433,11.8263,11.8484,11.8659,11.8441
34.75520,11.7437,11.7291,11.7397,11.7365,11.7330,11.7277,11.7094,11.7331,11.7519,11.7285
34.76562,11.5261,11.5106,11.5219,11.5185,11.5147,11.5090,11.4895,11.5148,11.5348,11.5099
34.77604,11.3538,11.3375,11.3493,11.3457,11.3418,11.3358,11.3153,11.3419,11.3628,11.3368
34.78645,11.2655,11.2487,11.2609,11.2572,11.2531,11.2470,11.2257,11.2533,11.2749,11.2480
34.79687,11.1979,11.1803,11.1931,11.1892,11.1849,11.1785,11.1563,11.1851,11.2077,11.1795
34.80729,11.1363,11.1177,11.1312,11.1271,11.1226,11.1158,11.0924,11.1228,11.1466,11.1169
34.81770,11.0764,11.0570,11.0711,11.0668,11.0621,11.0550,11.0304,11.0623,11.0871,11.0561
34.82812,11.0177,10.9976,11.0122,11.0078,11.0029,10.9955,10.9699,11.0031,11.0287,10.9967
34.83854,10.9630,10.9424,10.9573,10.9528,10.9478,10.9403,10.9139,10.9480,10.9742,10.9415
34.84895,10.9160,10.8950,10.9102,10.9057,10.9005,10.8928,10.8657,10.9007,10.9274,10.8940
34.85937,10.8742,10.8530,10.8684,10.8637,10.8586,10.8507,10.8232,10.8588,10.8857,10.8520
34.86979,10.8338,10.8124,10.8280,10.8233,10.8181,10.8102,10.7823,10.8183,10.8453,10.8115
34.88020,10.7909,10.7696,10.7852,10.7805,10.7753,10.7674,10.7392,10.7755,10.8024,10.7686
34.89062,10.7418,10.7205,10.7360,10.7314,10.7262,10.7183,10.6901,10.7264,10.7531,10.7195
34.90104,10.6882,10.6671,10.6825,10.6779,10.6727,10.6649,10.6367,10.6729,10.6994,10.6661
34.91145,10.6334,10.6127,10.6279,10.6233,10.6182,10.6105,10.5825,10.6185,10.6445,10.6117
34.92187,10.5805,10.5601,10.5750,10.5706,10.5656,10.5579,10.5302,10.5658,10.5913,10.5592
34.93229,10.5322,10.5123,10.5269,10.5226,10.5177,10.5102,10.4829,10.5179,10.5427,10.5114
34.94270,10.4868,10.4676,10.4817,10.4775,10.4727,10.4655,10.4388,10.4730,10.4969,10.4666
34.95312,10.4416,10.4230,10.4367,10.4326,10.4280,10.4210,10.3950,10.4282,10.4513,10.4221
34.96354,10.3966,10.3788,10.3919,10.3880,10.3836,10.3768,10.3516,10.3838,10.4058,10.3779
34.97395,10.3525,10.3355,10.3481,10.3443,10.3402,10.3337,10.3094,10.3403,10.3613,10.3347
34.98437,10.3088,10.2927,10.3046,10.3011,10.2971,10.2910,10.2677,10.2973,10.3170,10.2920
34.99479,10.2647,10.2495,10.2607,10.2574,10.2537,10.2479,10.2257,10.2538,10.2723,10.2488
 
35.00520,10.2240,10.2099,10.2204,10.2173,10.2138,10.2084,10.1874,10.2140,10.2311,10.2093
35.01562,10.1922,10.1791,10.1888,10.1860,10.1828,10.1777,10.1580,10.1829,10.1986,10.1785
35.02604,10.1660,10.1541,10.1630,10.1604,10.1574,10.1527,10.1344,10.1575,10.1718,10.1535
35.03645,10.1411,10.1304,10.1385,10.1361,10.1335,10.1292,10.1123,10.1336,10.1463,10.1299
35.04687,10.1144,10.1049,10.1121,10.1100,10.1077,10.1039,10.0885,10.1077,10.1188,10.1045
35.05729,10.0815,10.0733,10.0795,10.0777,10.0757,10.0724,10.0585,10.0758,10.0852,10.0729
35.06770,10.0445,10.0375,10.0429,10.0414,10.0396,10.0367,10.0243,10.0397,10.0476,10.0372
35.07812,10.0081,10.0023,10.0068,10.0055,10.0041,10.0016,9.9907,10.0041,10.0105,10.0020
35.08854,9.9730,9.9685,9.9721,9.9711,9.9700,9.9680,9.9588,9.9700,9.9747,9.9684
35.09895,9.9384,9.9353,9.9379,9.9372,9.9364,9.9350,9.9275,9.9364,9.9393,9.9352
35.10937,9.9032,9.9016,9.9031,9.9027,9.9023,9.9014,9.8957,9.9023,9.9034,9.9016
35.11979,9.8672,9.8671,9.8675,9.8675,9.8674,9.8670,9.8632,9.8674,9.8666,9.8671
35.13020,9.8306,9.8319,9.8313,9.8315,9.8318,9.8320,9.8301,9.8318,9.8291,9.8320
35.14062,9.7934,9.7962,9.7945,9.7951,9.7958,9.7965,9.7965,9.7957,9.7911,9.7964
35.15104,9.7555,9.7598,9.7570,9.7579,9.7590,9.7603,9.7623,9.7589,9.7524,9.7601
35.16145,9.7166,9.7225,9.7186,9.7199,9.7213,9.7232,9.7271,9.7212,9.7127,9.7229
35.17187,9.6774,9.6849,9.6798,9.6814,9.6832,9.6857,9.6917,9.6831,9.6726,9.6853
35.18229,9.6385,9.6476,9.6414,9.6433,9.6455,9.6485,9.6566,9.6454,9.6328,9.6481
35.19270,9.6001,9.6108,9.6034,9.6057,9.6083,9.6119,9.6221,9.6082,9.5936,9.6114
35.20312,9.5621,9.5743,9.5658,9.5684,9.5714,9.5757,9.5880,9.5713,9.5547,9.5750
35.21354,9.5241,9.5380,9.5283,9.5313,9.5347,9.5395,9.5539,9.5345,9.5159,9.5388
35.22395,9.4861,9.5017,9.4908,9.4941,9.4979,9.5033,9.5199,9.4977,9.4771,9.5025
35.23437,9.4483,9.4652,9.4532,9.4569,9.4611,9.4671,9.4857,9.4609,9.4386,9.4661
35.24479,9.4106,9.4288,9.4160,9.4199,9.4244,9.4308,9.4514,9.4241,9.4002,9.4298
35.25520,9.3708,9.3904,9.3766,9.3807,9.3856,9.3925,9.4148,9.3853,9.3596,9.3914
35.26562,9.3262,9.3472,9.3324,9.3368,9.3420,9.3495,9.3736,9.3417,9.3142,9.3484
35.27604,9.2787,9.3012,9.2852,9.2900,9.2956,9.3036,9.3297,9.2953,9.2660,9.3024
35.28645,9.2305,9.2545,9.2375,9.2426,9.2485,9.2571,9.2851,9.2482,9.2171,9.2558
35.29687,9.1821,9.2075,9.1895,9.1949,9.2011,9.2103,9.2402,9.2008,9.1679,9.2088
35.30729,9.1336,9.1604,9.1414,9.1471,9.1537,9.1634,9.1953,9.1534,9.1187,9.1619
35.31770,9.0848,9.1130,9.0930,9.0990,9.1059,9.1161,9.1500,9.1056,9.0691,9.1146
35.32812,9.0353,9.0649,9.0438,9.0502,9.0575,9.0682,9.1040,9.0571,9.0188,9.0665
35.33854,9.0757,9.1066,9.0845,9.0912,9.0988,9.1100,9.1476,9.0984,9.0585,9.1083
35.34895,9.2421,9.2742,9.2513,9.2582,9.2661,9.2777,9.3170,9.2657,9.2244,9.2759
35.35937,9.3895,9.4228,9.3991,9.4062,9.4144,9.4265,9.4674,9.4139,9.3712,9.4246
35.36979,9.4927,9.5272,9.5025,9.5099,9.5184,9.5310,9.5735,9.5180,9.4737,9.5290
35.38020,9.6379,9.6730,9.6474,9.6551,9.6639,9.6769,9.7208,9.6635,9.6187,9.6749
35.39062,9.8597,9.8947,9.8686,9.8766,9.8855,9.8987,9.9431,9.8850,9.8409,9.8966
35.40104,10.1875,10.2216,10.1966,10.2041,10.2127,10.2255,10.2689,10.2123,10.1689,10.2235
35.41145,10.6432,10.6768,10.6525,10.6597,10.6681,10.6807,10.7226,10.6676,10.6249,10.6787
35.42187,11.1848,11.2204,11.1948,11.2024,11.2112,11.2245,11.2676,11.2107,11.1659,11.2224
35.43229,11.7192,11.7574,11.7300,11.7382,11.7476,11.7616,11.8083,11.7471,11.6986,11.7594
35.44270,12.2111,12.2501,12.2222,12.2306,12.2402,12.2544,12.3028,12.2397,12.1896,12.2521
35.45312,12.6799,12.7188,12.6910,12.6993,12.7089,12.7231,12.7710,12.7084,12.6584,12.7209
35.46354,13.1008,13.1396,13.1119,13.1202,13.1297,13.1438,13.1912,13.1292,13.0794,13.1416
35.47395,13.3939,13.4325,13.4049,13.4132,13.4227,13.4368,13.4839,13.4222,13.3725,13.4346
35.48437,13.5234,13.5618,13.5344,13.5426,13.5520,13.5660,13.6127,13.5516,13.5023,13.5638
35.49479,13.5235,13.5616,13.5344,13.5425,13.5519,13.5658,13.6122,13.5514,13.5025,13.5636
35.50520,13.4512,13.4893,13.4621,13.4702,13.4796,13.4935,13.5402,13.4791,13.4303,13.4913
35.51562,13.3875,13.4257,13.3983,13.4065,13.4159,13.4299,13.4772,13.4155,13.3666,13.4277
35.52604,13.3808,13.4191,13.3917,13.3999,13.4093,13.4233,13.4711,13.4088,13.3601,13.4211
35.53645,13.4141,13.4521,13.4249,13.4330,13.4424,13.4564,13.5044,13.4419,13.3937,13.4542
35.54687,13.4609,13.4982,13.4714,13.4793,13.4886,13.5024,13.5502,13.4881,13.4410,13.5002
35.55729,13.5074,13.5436,13.5175,13.5252,13.5342,13.5477,13.5947,13.5338,13.4882,13.5455
35.56770,13.5474,13.5821,13.5571,13.5644,13.5731,13.5861,13.6319,13.5726,13.5292,13.5840
35.57812,13.5806,13.6136,13.5898,13.5968,13.6050,13.6174,13.6616,13.6046,13.5636,13.6154
35.58854,13.5983,13.6292,13.6068,13.6134,13.6211,13.6328,13.6750,13.6207,13.5824,13.6309
35.59895,13.5837,13.6124,13.5917,13.5977,13.6049,13.6158,13.6557,13.6045,13.5693,13.6140
35.60937,13.5374,13.5636,13.5446,13.5501,13.5567,13.5668,13.6042,13.5563,13.5243,13.5652
35.61979,13.4664,13.4902,13.4729,13.4779,13.4839,13.4931,13.5279,13.4835,13.4548,13.4916
35.63020,13.3739,13.3952,13.3797,13.3841,13.3895,13.3979,13.4299,13.3892,13.3637,13.3965
35.64062,13.2715,13.2904,13.2766,13.2805,13.2853,13.2928,13.3221,13.2850,13.2627,13.2916
35.65104,13.1704,13.1869,13.1748,13.1782,13.1824,13.1890,13.2157,13.1821,13.1630,13.1880
35.66145,13.0700,13.0843,13.0738,13.0767,13.0803,13.0861,13.1100,13.0801,13.0639,13.0852
35.67187,12.9615,12.9734,12.9646,12.9670,12.9701,12.9751,12.9963,12.9699,12.9566,12.9742
35.68229,12.8382,12.8481,12.8408,12.8427,12.8453,12.8495,12.8682,12.8451,12.8344,12.8488
35.69270,12.7037,12.7122,12.7059,12.7076,12.7098,12.7134,12.7299,12.7097,12.7007,12.7128
35.70312,12.5598,12.5665,12.5616,12.5628,12.5646,12.5675,12.5820,12.5645,12.5579,12.5670
35.71354,12.4134,12.4165,12.4141,12.4146,12.4155,12.4171,12.4287,12.4154,12.4136,12.4168
35.72395,12.2806,12.2799,12.2801,12.2798,12.2797,12.2801,12.2871,12.2797,12.2829,12.2800
35.73437,12.1661,12.1623,12.1648,12.1637,12.1630,12.1622,12.1649,12.1630,12.1700,12.1623
35.74479,12.0653,12.0585,12.0631,12.0615,12.0599,12.0581,12.0571,12.0600,12.0707,12.0583
35.75520,11.8907,11.8808,11.8877,11.8854,11.8831,11.8801,11.8746,11.8832,11.8977,11.8805
35.76562,11.6110,11.5984,11.6072,11.6045,11.6015,11.5973,11.5862,11.6016,11.6209,11.5980
35.77604,11.3967,11.3822,11.3924,11.3893,11.3859,11.3808,11.3652,11.3860,11.4094,11.3816
35.78645,11.3045,11.2880,11.2997,11.2961,11.2922,11.2865,11.2698,11.2923,11.3167,11.2874
35.79687,11.2424,11.2242,11.2371,11.2330,11.2287,11.2225,11.2052,11.2288,11.2536,11.2235
35.80729,11.1811,11.1617,11.1755,11.1712,11.1665,11.1599,11.1406,11.1667,11.1929,11.1609
35.81770,11.1241,11.1036,11.1183,11.1137,11.1088,11.1017,11.0806,11.1090,11.1365,11.1028
35.82812,11.0710,11.0497,11.0649,11.0602,11.0550,11.0476,11.0250,11.0552,11.0837,11.0487
35.83854,11.0230,11.0010,11.0168,11.0119,11.0066,10.9988,10.9749,11.0068,11.0359,11.0000
35.84895,10.9824,10.9599,10.9760,10.9711,10.9656,10.9577,10.9327,10.9658,10.9954,10.9589
35.85937,10.9471,10.9244,10.9407,10.9357,10.9302,10.9221,10.8963,10.9304,10.9602,10.9234
35.86979,10.9143,10.8915,10.9080,10.9029,10.8974,10.8892,10.8629,10.8976,10.9274,10.8905
35.88020,10.8880,10.8653,10.8817,10.8767,10.8712,10.8630,10.8364,10.8714,10.9009,10.8643
35.89062,10.8733,10.8514,10.8672,10.8624,10.8572,10.8490,10.8222,10.8575,10.8857,10.8503
35.90104,10.8645,10.8438,10.8588,10.8543,10.8496,10.8415,10.8149,10.8498,10.8763,10.8428
35.91145,10.8547,10.8345,10.8491,10.8447,10.8400,10.8323,10.8068,10.8402,10.8661,10.8335
35.92187,10.8282,10.8083,10.8227,10.8183,10.8134,10.8062,10.7817,10.8136,10.8391,10.8074
35.93229,10.7669,10.7478,10.7617,10.7575,10.7528,10.7458,10.7220,10.7530,10.7773,10.7469
35.94270,10.6843,10.6663,10.6794,10.6755,10.6710,10.6644,10.6414,10.6712,10.6941,10.6655
35.95312,10.5983,10.5814,10.5938,10.5900,10.5859,10.5797,10.5578,10.5861,10.6073,10.5807
35.96354,10.5196,10.5040,10.5154,10.5120,10.5082,10.5024,10.4819,10.5084,10.5278,10.5033
35.97395,10.4598,10.4456,10.4561,10.4529,10.4495,10.4441,10.4251,10.4496,10.4672,10.4450
35.98437,10.4111,10.3985,10.4078,10.4050,10.4019,10.3971,10.3797,10.4020,10.4177,10.3979
35.99479,10.3631,10.3520,10.3603,10.3578,10.3551,10.3508,10.3351,10.3552,10.3688,10.3515
 
36.00520,10.3795,10.3700,10.3771,10.3750,10.3726,10.3689,10.3550,10.3727,10.3843,10.3696
36.01562,10.4633,10.4552,10.4613,10.4595,10.4575,10.4543,10.4422,10.4576,10.4673,10.4549
36.02604,10.4776,10.4709,10.4760,10.4745,10.4728,10.4702,10.4596,10.4729,10.4808,10.4706
36.03645,10.4126,10.4074,10.4114,10.4102,10.4090,10.4068,10.3981,10.4090,10.4149,10.4072
36.04687,10.3526,10.3491,10.3519,10.3511,10.3503,10.3488,10.3421,10.3503,10.3541,10.3490
36.05729,10.3116,10.3098,10.3114,10.3110,10.3105,10.3096,10.3050,10.3105,10.3121,10.3098
36.06770,10.2764,10.2763,10.2767,10.2766,10.2766,10.2763,10.2738,10.2766,10.2759,10.2764
36.07812,10.2392,10.2408,10.2399,10.2402,10.2406,10.2409,10.2405,10.2405,10.2377,10.2409
36.08854,10.2008,10.2041,10.2020,10.2027,10.2035,10.2045,10.2061,10.2034,10.1984,10.2043
36.09895,10.1622,10.1672,10.1639,10.1649,10.1662,10.1678,10.1716,10.1661,10.1589,10.1675
36.10937,10.1233,10.1301,10.1255,10.1269,10.1286,10.1309,10.1369,10.1285,10.1191,10.1305
36.11979,10.0842,10.0928,10.0869,10.0887,10.0908,10.0937,10.1020,10.0907,10.0790,10.0933
36.13020,10.0369,10.0472,10.0401,10.0423,10.0448,10.0484,10.0589,10.0446,10.0307,10.0478
36.14062,9.9719,9.9841,9.9756,9.9782,9.9812,9.9854,9.9983,9.9810,9.9648,9.9848
36.15104,9.8949,9.9090,9.8991,9.9021,9.9056,9.9105,9.9259,9.9054,9.8867,9.9098
36.16145,9.8138,9.8296,9.8185,9.8219,9.8258,9.8314,9.8490,9.8256,9.8047,9.8305
36.17187,9.7413,9.7586,9.7464,9.7501,9.7544,9.7606,9.7801,9.7542,9.7314,9.7596
36.18229,9.6905,9.7095,9.6961,9.7001,9.7048,9.7116,9.7334,9.7046,9.6797,9.7105
36.19270,9.6521,9.6728,9.6581,9.6626,9.6677,9.6751,9.6993,9.6674,9.6404,9.6739
36.20312,9.6152,9.6375,9.6217,9.6265,9.6320,9.6400,9.6664,9.6317,9.6027,9.6388
36.21354,9.5777,9.6017,9.5847,9.5898,9.5957,9.6043,9.6329,9.5954,9.5644,9.6030
36.22395,9.5369,9.5625,9.5443,9.5498,9.5560,9.5653,9.5960,9.5557,9.5227,9.5638
36.23437,9.4943,9.5215,9.5022,9.5079,9.5146,9.5245,9.5573,9.5143,9.4793,9.5229
36.24479,9.4523,9.4810,9.4606,9.4667,9.4738,9.4842,9.5192,9.4734,9.4364,9.4826
36.25520,9.4079,9.4381,9.4166,9.4230,9.4305,9.4415,9.4786,9.4301,9.3912,9.4398
36.26562,9.3579,9.3897,9.3670,9.3738,9.3816,9.3932,9.4324,9.3812,9.3403,9.3914
36.27604,9.3048,9.3381,9.3143,9.3214,9.3297,9.3418,9.3831,9.3292,9.2864,9.3399
36.28645,9.2513,9.2862,9.2612,9.2687,9.2773,9.2901,9.3335,9.2769,9.2321,9.2881
36.29687,9.1998,9.2363,9.2102,9.2180,9.2270,9.2404,9.2859,9.2266,9.1799,9.2383
36.30729,9.1532,9.1912,9.1640,9.1721,9.1815,9.1954,9.2430,9.1810,9.1324,9.1932
36.31770,9.1088,9.1484,9.1201,9.1285,9.1383,9.1528,9.2024,9.1378,9.0873,9.1505
36.32812,9.0642,9.1052,9.0758,9.0846,9.0947,9.1098,9.1614,9.0942,9.0419,9.1074
36.33854,9.1071,9.1494,9.1191,9.1281,9.1386,9.1541,9.2077,9.1380,9.0840,9.1517
36.34895,9.2705,9.3139,9.2828,9.2921,9.3028,9.3188,9.3738,9.3023,9.2470,9.3163
36.35937,9.4122,9.4562,9.4246,9.4340,9.4449,9.4611,9.5172,9.4444,9.3884,9.4586
36.36979,9.5096,9.5542,9.5222,9.5317,9.5427,9.5593,9.6156,9.5421,9.4856,9.5566
36.38020,9.6356,9.6815,9.6485,9.6583,9.6696,9.6868,9.7436,9.6690,9.6111,9.6840
36.39062,9.7860,9.8329,9.7990,9.8090,9.8207,9.8383,9.8974,9.8201,9.7601,9.8355
36.40104,9.9406,9.9886,9.9539,9.9641,9.9761,9.9941,10.0564,9.9755,9.9134,9.9912
36.41145,10.0942,10.1444,10.1082,10.1190,10.1314,10.1501,10.2152,10.1308,10.0663,10.1471
36.42187,10.2523,10.3044,10.2670,10.2782,10.2910,10.3103,10.3769,10.2904,10.2242,10.3072
36.43229,10.4257,10.4779,10.4404,10.4515,10.4645,10.4838,10.5510,10.4638,10.3974,10.4807
36.44270,10.6222,10.6748,10.6369,10.6482,10.6612,10.6807,10.7490,10.6605,10.5934,10.6776
36.45312,10.8354,10.8897,10.8506,10.8623,10.8757,10.8958,10.9661,10.8750,10.8058,10.8926
36.46354,11.0533,11.1091,11.0691,11.0810,11.0948,11.1154,11.1870,11.0941,11.0232,11.1121
36.47395,11.2626,11.3191,11.2785,11.2906,11.3046,11.3254,11.3978,11.3039,11.2321,11.3221
36.48437,11.4546,11.5117,11.4707,11.4829,11.4970,11.5180,11.5914,11.4963,11.4238,11.5147
36.49479,11.6330,11.6906,11.6492,11.6615,11.6757,11.6970,11.7711,11.6750,11.6020,11.6936
36.50520,11.8015,11.8594,11.8178,11.8302,11.8445,11.8659,11.9406,11.8438,11.7704,11.8625
36.51562,11.9575,12.0157,11.9739,11.9863,12.0006,12.0222,12.0973,11.9999,11.9263,12.0188
36.52604,12.0994,12.1576,12.1157,12.1281,12.1425,12.1641,12.2396,12.1418,12.0682,12.1607
36.53645,12.2293,12.2875,12.2456,12.2581,12.2724,12.2940,12.3698,12.2717,12.1982,12.2906
36.54687,12.3368,12.3949,12.3531,12.3655,12.3798,12.4014,12.4776,12.3791,12.3059,12.3980
36.55729,12.4006,12.4583,12.4167,12.4290,12.4433,12.4648,12.5411,12.4426,12.3699,12.4614
36.56770,12.4212,12.4783,12.4371,12.4493,12.4635,12.4848,12.5606,12.4628,12.3909,12.4814
36.57812,12.4129,12.4694,12.4287,12.4407,12.4547,12.4757,12.5508,12.4540,12.3831,12.4724
36.58854,12.3793,12.4350,12.3948,12.4067,12.4205,12.4413,12.5158,12.4198,12.3500,12.4380
36.59895,12.3235,12.3785,12.3388,12.3505,12.3641,12.3847,12.4587,12.3634,12.2948,12.3815
36.60937,12.2487,12.3028,12.2637,12.2752,12.2886,12.3090,12.3824,12.2880,12.2205,12.3058
36.61979,12.1505,12.2038,12.1653,12.1766,12.1898,12.2099,12.2825,12.1891,12.1230,12.2067
36.63020,12.0344,12.0867,12.0488,12.0599,12.0729,12.0927,12.1646,12.0723,12.0075,12.0895
36.64062,11.9209,11.9722,11.9350,11.9459,11.9587,11.9782,12.0494,11.9581,11.8946,11.9751
36.65104,11.8207,11.8708,11.8345,11.8451,11.8576,11.8766,11.9469,11.8569,11.7952,11.8736
36.66145,11.7253,11.7737,11.7386,11.7489,11.7609,11.7794,11.8477,11.7603,11.7008,11.7764
36.67187,11.6282,11.6747,11.6410,11.6508,11.6624,11.6802,11.7463,11.6618,11.6048,11.6773
36.68229,11.5330,11.5778,11.5452,11.5547,11.5658,11.5830,11.6473,11.5653,11.5105,11.5803
36.69270,11.4450,11.4881,11.4568,11.4659,11.4766,11.4932,11.5555,11.4761,11.4235,11.4905
36.70312,11.3647,11.4059,11.3759,11.3846,11.3949,11.4108,11.4711,11.3944,11.3442,11.4083
36.71354,11.2892,11.3286,11.2999,11.3082,11.3180,11.3333,11.3913,11.3175,11.2697,11.3308
36.72395,11.2177,11.2553,11.2279,11.2358,11.2452,11.2598,11.3156,11.2447,11.1992,11.2574
36.73437,11.1500,11.1858,11.1596,11.1672,11.1761,11.1901,11.2436,11.1757,11.1325,11.1878
36.74479,11.0847,11.1188,11.0939,11.1011,11.1096,11.1229,11.1743,11.1092,11.0681,11.1208
36.75520,10.9406,10.9733,10.9494,10.9563,10.9645,10.9773,11.0267,10.9641,10.9245,10.9752
36.76562,10.6952,10.7263,10.7036,10.7101,10.7179,10.7301,10.7771,10.7175,10.6798,10.7281
36.77604,10.5062,10.5346,10.5139,10.5198,10.5270,10.5381,10.5818,10.5266,10.4924,10.5363
36.78645,10.4168,10.4427,10.4237,10.4291,10.4356,10.4459,10.4864,10.4353,10.4045,10.4442
36.79687,10.3514,10.3756,10.3579,10.3629,10.3691,10.3786,10.4168,10.3687,10.3400,10.3771
36.80729,10.2886,10.3115,10.2948,10.2995,10.3053,10.3144,10.3504,10.3050,10.2778,10.3129
36.81770,10.2264,10.2481,10.2323,10.2368,10.2423,10.2508,10.2850,10.2420,10.2162,10.2495
36.82812,10.1652,10.1860,10.1708,10.1751,10.1802,10.1886,10.2215,10.1799,10.1554,10.1872
36.83854,10.1060,10.1260,10.1113,10.1155,10.1203,10.1286,10.1611,10.1200,10.0965,10.1272
36.84895,10.0496,10.0694,10.0549,10.0590,10.0638,10.0720,10.1041,10.0636,10.0402,10.0706
36.85937,9.9955,10.0154,10.0009,10.0050,10.0100,10.0179,10.0495,10.0097,9.9862,10.0166
36.86979,9.9428,9.9625,9.9481,9.9522,9.9572,9.9650,9.9961,9.9569,9.9334,9.9637
36.88020,9.8872,9.9070,9.8926,9.8967,9.9017,9.9094,9.9404,9.9014,9.8778,9.9082
36.89062,9.8236,9.8436,9.8290,9.8332,9.8382,9.8461,9.8771,9.8379,9.8139,9.8448
36.90104,9.7533,9.7736,9.7588,9.7631,9.7682,9.7761,9.8071,9.7679,9.7434,9.7748
36.91145,9.6820,9.7026,9.6876,9.6919,9.6971,9.7051,9.7359,9.6968,9.6718,9.7038
36.92187,9.6204,9.6414,9.6262,9.6305,9.6358,9.6439,9.6751,9.6355,9.6101,9.6426
36.93229,9.5769,9.5983,9.5828,9.5873,9.5926,9.6009,9.6325,9.5923,9.5663,9.5996
36.94270,9.5434,9.5653,9.5495,9.5540,9.5595,9.5679,9.6000,9.5592,9.5325,9.5666
36.95312,9.5112,9.5336,9.5174,9.5221,9.5277,9.5362,9.5688,9.5274,9.4999,9.5349
36.96354,9.4754,9.4984,9.4818,9.4866,9.4923,9.5011,9.5342,9.4920,9.4638,9.4997
36.97395,9.4312,9.4549,9.4378,9.4427,9.4486,9.4577,9.4915,9.4483,9.4192,9.4562
36.98437,9.3822,9.4066,9.3890,9.3941,9.4002,9.4095,9.4441,9.3999,9.3697,9.4080
36.99479,9.3329,9.3582,9.3399,9.3453,9.3516,9.3611,9.3966,9.3512,9.3200,9.3596
 
37.00520,9.2855,9.3117,9.2928,9.2983,9.3048,9.3147,9.3512,9.3045,9.2721,9.3131
37.01562,9.2423,9.2693,9.2498,9.2555,9.2623,9.2725,9.3100,9.2619,9.2283,9.2708
37.02604,9.2013,9.2293,9.2091,9.2150,9.2220,9.2325,9.2711,9.2216,9.1867,9.2308
37.03645,9.1603,9.1893,9.1684,9.1745,9.1817,9.1927,9.2325,9.1814,9.1452,9.1909
37.04687,9.1195,9.1496,9.1279,9.1343,9.1418,9.1531,9.1941,9.1414,9.1038,9.1513
37.05729,9.0791,9.1102,9.0878,9.0944,9.1021,9.1138,9.1562,9.1017,9.0628,9.1120
37.06770,9.0389,9.0711,9.0479,9.0547,9.0627,9.0748,9.1186,9.0623,9.0219,9.0729
37.07812,8.9988,9.0322,9.0082,9.0152,9.0235,9.0360,9.0812,9.0231,8.9813,9.0341
37.08854,8.9540,8.9885,8.9636,8.9710,8.9796,8.9925,9.0391,8.9791,8.9358,8.9904
37.09895,8.8989,8.9347,8.9089,8.9165,8.9254,8.9388,8.9869,8.9249,8.8800,8.9366
37.10937,8.8379,8.8749,8.8483,8.8561,8.8653,8.8792,8.9288,8.8649,8.8183,8.8770
37.11979,8.7760,8.8143,8.7867,8.7949,8.8044,8.8187,8.8700,8.8039,8.7558,8.8164
37.13020,8.7157,8.7554,8.7268,8.7352,8.7451,8.7599,8.8128,8.7446,8.6948,8.7575
